frequency_rank,character,pinyin
1476,和平,he ping
1477,实验,shi yan
1478,感受,gan shou
1479,破,po
1480,实际上,shi ji shang
1481,吃饭,chi fan
1482,赢,ying
1483,给予,ji yu
1484,之中,zhi zhong
1485,供应,gong ying
1486,追,zhui
1487,官员,guan yuan
1488,面临,mian lin
1489,获,huo
1490,准,zhun
1491,皮,pi
1492,开放,kai fang
1493,漂亮,piao liang
1494,数字,shu zi
1495,流通,liu tong
1496,员工,yuan gong
1497,病人,bing ren
1498,自身,zi shen
1499,街,jie
1500,队伍,dui wu
1501,股份,gu fen
1502,编辑,bian ji
1503,不够,bu gou
1504,品,pin
1505,制造,zhi zao
1506,就业,jiu ye
1507,记,ji
1508,为主,wei zhu
1509,计算,ji suan
1510,南京,nan jing
1511,突出,tu chu
1512,食,shi
1513,特色,te se
1514,大型,da xing
1515,早上,zao shang
1516,体制,ti zhi
1517,趋势,qu shi
1518,优秀,you xiu
1519,爆,bao
1520,案件,an jian
1521,必要,bi yao
1522,充满,chong man
1523,每一,mei yi
1524,顺利,shun li
1525,运行,yun xing
1526,事实,shi shi
1527,有着,you zhe
1528,产,chan
1529,饭,fan
1530,势,shi
1531,年龄,nian ling
1532,质,zhi
1533,真实,zhen shi
1534,图片,tu pian
1535,提升,ti sheng
1536,大会,da hui
1537,显,xian
1538,笔,bi
1539,查,cha
1540,领,ling
1541,收购,shou gou
1542,蓝,lan
1543,专门,zhuan men
1544,工资,gong zi
1545,逐步,zhu bu
1546,语,yu
1547,忘,wang
1548,吸引,xi yin
1549,展,zhan
1550,咯,ge
1551,对象,dui xiang
1552,股权,gu quan
1553,副,fu
1554,距离,ju li
1555,战争,zhan zheng
1556,变得,bian de
1557,国外,guo wai
1558,发出,fa chu
1559,损失,sun shi
1560,秋,qiu
1561,逐渐,zhu jian
1562,方便,fang bian
1563,协会,xie hui
1564,在于,zai yu
1565,英,ying
1566,文件,wen jian
1567,反对,fan dui
1568,试验,shi yan
1569,缺乏,que fa
1570,意识,yi shi
1571,配合,pei he
1572,乐,le
1573,关心,guan xin
1574,明年,ming nian
1575,补,bu
1576,轻,qing
1577,广,guang
1578,腿,tui
1579,不得,bu de
1580,全省,quan sheng
1581,普遍,pu bian
1582,成长,cheng zhang
1583,特殊,te shu
1584,及其,ji qi
1585,成熟,cheng shu
1586,展开,zhan kai
1587,颗,ke
1588,创,chuang
1589,高兴,gao xing
1590,学会,xue hui
1591,室,shi
1592,最新,zui xin
1593,伟大,wei da
1594,涨,zhang
1595,设,she
1596,奥,ao
1597,主动,zhu dong
1598,住房,zhu fang
1599,很难,hen nan
1600,估计,gu ji
1601,强烈,qiang lie
1602,斗争,dou zheng
1603,广泛,guang fan
1604,近期,jin qi
1605,一旦,yi dan
1606,维,wei
1607,脑,nao
1608,加大,jia da
1609,持,chi
1610,据悉,ju xi
1611,爸爸,ba ba
1612,萌,meng
1613,属,shu
1614,云,yun
1615,器,qi
1616,足球,zu qiu
1617,联赛,lian sai
1618,矛盾,mao dun
1619,弄,nong
1620,树,shu
1621,监,jian
1622,房子,fang zi
1623,拍摄,pai she
1624,魔,mo
1625,祝,zhu
1626,控,kong
1627,强大,qiang da
1628,丝,si
1629,帅,shuai
1630,傻,sha
1631,部队,bu dui
1632,集,ji
1633,收到,shou dao
1634,和谐,he xie
1635,娱乐,yu le
1636,本身,ben shen
1637,配,pei
1638,语言,yu yan
1639,一致,yi zhi
1640,尼,ni
1641,队员,dui yuan
1642,布,bu
1643,小组,xiao zu
1644,用于,yong yu
1645,限制,xian zhi
1646,即将,ji jiang
1647,平台,ping tai
1648,样子,yang zi
1649,养,yang
1650,追求,zhui qiu
1651,使得,shi de
1652,维护,wei hu
1653,等待,deng dai
1654,掌握,zhang wo
1655,毛主席,mao zhu xi
1656,测试,ce shi
1657,侧,ce
1658,皮肤,pi fu
1659,届,jie
1660,避免,bi mian
1661,品种,pin zhong
1662,望,wang
1663,贴,tie
1664,亚洲,ya zhou
1665,休息,xiu xi
1666,程序,cheng xu
1667,理由,li you
1668,足,zu
1669,环,huan
1670,鸡,ji
1671,伊拉克,yi la ke
1672,第一个,di yi ge
1673,并不是,bing bu shi
1674,文章,wen zhang
1675,彻底,che di
1676,风格,feng ge
1677,上班,shang ban
1678,一批,yi pi
1679,关,guan
1680,最佳,zui jia
1681,军事,jun shi
1682,满意,man yi
1683,广东,guang dong
1684,成果,cheng guo
1685,化,hua
1686,集体,ji ti
1687,此时,ci shi
1688,洗,xi
1689,好多,hao duo
1690,明星,ming xing
1691,宝贝,bao bei
1692,压,ya
1693,留下,liu xia
1694,剧,ju
1695,世,shi
1696,嘴,zui
1697,苦,ku
1698,圈,quan
1699,美好,mei hao
1700,其它,qi ta
1701,兄弟,xiong di
1702,登记,deng ji
1703,车辆,che liang
1704,当天,dang tian
1705,久,jiu
1706,感动,gan dong
1707,难道,nan dao
1708,挑战,tiao zhan
1709,要是,yao shi
1710,妹,mei
1711,今,jin
1712,提前,ti qian
1713,审计,shen ji
1714,不如,bu ru
1715,想起,xiang qi
1716,亩,mu
1717,主题,zhu ti
1718,检测,jian ce
1719,主任,zhu ren
1720,那种,na zhong
1721,個,ge
1722,承担,cheng dan
1723,全市,quan shi
1724,等等,deng deng
1725,课,ke
1726,波,bo
1727,打开,da kai
1728,体验,ti yan
1729,适应,shi ying
1730,观,guan
1731,监管,jian guan
1732,杭州,hang zhou
1733,各级,ge ji
1734,表演,biao yan
1735,启动,qi dong
1736,办公室,ban gong shi
1737,教授,jiao shou
1738,就算,jiu suan
1739,额,e
1740,动物,dong wu
1741,刚才,gang cai
1742,意思,yi si
1743,好看,hao kan
1744,猪,zhu
1745,觉,jue
1746,急,ji
1747,李,li
1748,升级,sheng ji
1749,哎,ai
1750,形势,xing shi
1751,国务院,guo wu yuan
1752,显得,xian de
1753,先后,xian hou
1754,意,yi
1755,办理,ban li
1756,实在,shi zai
1757,存,cun
1758,涉及,she ji
1759,角度,jiao du
1760,纷纷,fen fen
1761,题,ti
1762,承认,cheng ren
1763,寻找,xun zhao
1764,执法,zhi fa
1765,伊朗,yi lang
1766,整,zheng
1767,厦门,xia men
1768,制作,zhi zuo
1769,人口,ren kou
1770,身份,shen fen
1771,不起,bu qi
1772,支付,zhi fu
1773,茶,cha
1774,推广,tui guang
1775,跳,tiao
1776,疾病,ji bing
1777,罗,luo
1778,协调,xie tiao
1779,复杂,fu za
1780,净,jing
1781,摄,she
1782,环保,huan bao
1783,般,ban
1784,跌,die
1785,格,ge
1786,情绪,qing xu
1787,动作,dong zuo
1788,始终,shi zhong
1789,大部分,da bu fen
1790,文明,wen ming
1791,相互,xiang hu
1792,费,fei
1793,忘记,wang ji
1794,显然,xian ran
1795,冲,chong
1796,慢慢,man man
1797,进口,jin kou
1798,痛苦,tong ku
1799,贡献,gong xian
1800,梦想,meng xiang
1801,韩,han
1802,危险,wei xian
1803,错误,cuo wu
1804,概念,gai nian
1805,理想,li xiang
1806,虽,sui
1807,许,xu
1808,抽,chou
1809,完美,wan mei
1810,民警,min jing
1811,居,ju
1812,呵呵,he he
1813,旧,jiu
1814,中午,zhong wu
1815,相应,xiang ying
1816,咨询,zi xun
1817,民主,min zhu
1818,输,shu
1819,自我,zi wo
1820,药品,yao pin
1821,拒绝,ju jue
1822,出席,chu xi
1823,青,qing
1824,必,bi
1825,多次,duo ci
1826,预期,yu qi
1827,确保,que bao
1828,石油,shi you
1829,收益,shou yi
1830,理,li
1831,受伤,shou shang
1832,背,bei
1833,破坏,po huai
1834,物质,wu zhi
1835,众多,zhong duo
1836,妻子,qi zi
1837,周围,zhou wei
1838,毕业,bi ye
1839,错过,cuo guo
1840,沿,yan
1841,书记,shu ji
1842,公共,gong gong
1843,待,dai
1844,墙,qiang
1845,铁,tie
1846,核,he
1847,财政,cai zheng
1848,高级,gao ji
1849,春节,chun jie
1850,鸟,niao
1851,列,lie
1852,经典,jing dian
1853,素,su
1854,奇,qi
1855,土,tu
1856,史,shi
1857,加工,jia gong
1858,偏,pian
1859,各项,ge xiang
1860,批准,pi zhun
1861,上面,shang mian
1862,司机,si ji
1863,已有,yi you
1864,果然,guo ran
1865,解,jie
1866,阳光,yang guang
1867,注册,zhu ce
1868,打击,da ji
1869,雨,yu
1870,固定,gu ding
1871,药物,yao wu
1872,股市,gu shi
1873,回去,hui qu
1874,秀,xiu
1875,轻松,qing song
1876,切,qie
1877,转移,zhuan yi
1878,源,yuan
1879,后面,hou mian
1880,缺,que
1881,印度,yin du
1882,记录,ji lu
1883,鼓励,gu li
1884,违法,wei fa
1885,速,su
1886,爸,ba
1887,这时,zhe shi
1888,游,you
1889,公告,gong gao
1890,竟,jing
1891,生态,sheng tai
1892,主持人,zhu chi ren
1893,两国,liang guo
1894,进步,jin bu
1895,姐姐,jie jie
1896,人数,ren shu
1897,朝鲜,chao xian
1898,家长,jia zhang
1899,提醒,ti xing
1900,收费,shou fei
1901,驻,zhu
1902,封,feng
1903,直到,zhi dao
1904,组合,zu he
1905,弱,ruo
1906,之外,zhi wai
1907,烧,shao
1908,大大,da da
1909,从事,cong shi
1910,力度,li du
1911,下跌,xia die
1912,退,tui
1913,饿,e
1914,温暖,wen nuan
1915,膜,mo
1916,草,cao
1917,重庆,chong qing
1918,警察,jing cha
1919,降,jiang
1920,真心,zhen xin
1921,施工,shi gong
1922,雷,lei
1923,蛋,dan
1924,移动,yi dong
1925,演出,yan chu
1926,供,gong
1927,感染,gan ran
1928,紧,jin
1929,观念,guan nian
1930,京,jing
1931,一部分,yi bu fen
1932,观点,guan dian
1933,昨晚,zuo wan
1934,性能,xing neng
1935,船,chuan
1936,论坛,lun tan
1937,各个,ge ge
1938,桥,qiao
1939,俱乐部,ju le bu
1940,状,zhuang
1941,治,zhi
1942,至今,zhi jin
1943,冬,dong
1944,为此,wei ci
1945,英语,ying yu
1946,超级,chao ji
1947,铁路,tie lu
1948,社,she
1949,税,shui
1950,黄金,huang jin
1951,困,kun
1952,诊断,zhen duan
1953,刺激,ci ji
1954,依法,yi fa
1955,遍,bian
1956,怪,guai
1957,高校,gao xiao
1958,总结,zong jie
1959,某些,mou xie
1960,承诺,cheng nuo
1961,能源,neng yuan
1962,显著,xian zhu
1963,酒店,jiu dian
1964,近年来,jin nian lai
1965,半年,ban nian
1966,负,fu
1967,道德,dao de
1968,贵,gui
1969,不但,bu dan
1970,成都,cheng du
1971,最低,zui di
1972,一半,yi ban
1973,宝宝,bao bao
1974,玉,yu
1975,热情,re qing
1976,一系列,yi xi lie
1977,律师,lv shi
1978,新年,xin nian
1979,瘦,shou
1980,差异,cha yi
1981,纳,na
1982,伤害,shang hai
1983,特征,te zheng
1984,有时,you shi
1985,羊,yang
1986,回忆,hui yi
1987,测,ce
1988,君,jun
1989,否则,fou ze
1990,尚,shang
1991,喜,xi
1992,污染,wu ran
1993,救,jiu
1994,分配,fen pei
1995,顿,dun
1996,來,lai
1997,运用,yun yong
1998,具备,ju bei
1999,中国队,zhong guo dui
2000,设立,she li
2001,陈,chen
2002,多年,duo nian
2003,构成,gou cheng
2004,不在,bu zai
2005,铜,tong
2006,权利,quan li
2007,防止,fang zhi
2008,英雄,ying xiong
2009,天天,tian tian
2010,呈,cheng
2011,借,jie
2012,运营,yun ying
2013,患,huan
2014,出台,chu tai
2015,毒,du
2016,哟,yo
2017,财务,cai wu
2018,折,zhe
2019,动力,dong li
2020,杂志,za zhi
2021,住宅,zhu zhai
2022,或许,huo xu
2023,祝福,zhu fu
2024,从来,cong lai
2025,坏,huai
2026,报名,bao ming
2027,失败,shi bai
2028,微笑,wei xiao
2029,此前,ci qian
2030,福,fu
2031,维持,wei chi
2032,攻击,gong ji
2033,自动,zi dong
2034,古,gu
2035,何,he
2036,毕竟,bi jing
2037,果,guo
2038,液,ye
2039,够,gou
2040,背景,bei jing
2041,一生,yi sheng
2042,修,xiu
2043,房价,fang jia
2044,注,zhu
2045,似,shi
2046,联合国,lian he guo
2047,运输,yun shu
2048,妇女,fu nv
2049,汤,tang
2050,争取,zheng qu
2051,担任,dan ren
2052,展示,zhan shi
2053,敌人,di ren
2054,赶紧,gan jin
2055,设置,she zhi
2056,优惠,you hui
2057,影,ying
2058,摆,bai
2059,家人,jia ren
2060,现金,xian jin
2061,恩,en
2062,戏,xi
2063,美女,mei nv
2064,下面,xia mian
2065,熟悉,shu xi
2066,接近,jie jin
2067,大力,da li
2068,最多,zui duo
2069,学院,xue yuan
2070,同期,tong qi
2071,商务,shang wu
2072,中间,zhong jian
2073,接触,jie chu
2074,斤,jin
2075,贯彻,guan che
2076,多种,duo zhong
2077,官,guan
2078,评,ping
2079,房屋,fang wu
2080,角色,jue se
2081,相同,xiang tong
2082,礼,li
2083,法规,fa gui
2084,疼,teng
2085,中国人,zhong guo ren
2086,消失,xiao shi
2087,至于,zhi yu
2088,导演,dao yan
2089,屋,wu
2090,有利于,you li yu
2091,的确,di que
2092,擦,ca
2093,姑娘,gu niang
2094,主体,zhu ti
2095,经理,jing li
2096,坚决,jian jue
2097,一度,yi du
2098,外面,wai mian
2099,绿色,lv se
2100,亲爱,qin ai
2101,计,ji
2102,打电话,da dian hua
2103,预测,yu ce
2104,不得不,bu de bu
2105,路上,lu shang
2106,法院,fa yuan
2107,允许,yun xu
2108,冬天,dong tian
2109,战斗,zhan dou
2110,做法,zuo fa
2111,内心,nei xin
2112,规则,gui ze
2113,故,gu
2114,路线,lu xian
2115,凌晨,ling chen
2116,断,duan
2117,总体,zong ti
2118,业绩,ye ji
2119,依据,yi ju
2120,湖,hu
2121,而已,er yi
2122,巨,ju
2123,利率,li lv
2124,听说,ting shuo
2125,对外,dui wai
2126,噶,ga
2127,围,wei
2128,每一个,mei yi ge
2129,低于,di yu
2130,江,jiang
2131,肿瘤,zhong liu
2132,园,yuan
2133,小区,xiao qu
2134,意味着,yi wei zhe
2135,武器,wu qi
2136,颜色,yan se
2137,资格,zi ge
2138,威胁,wei xie
2139,演,yan
2140,太阳,tai yang
2141,含量,han liang
2142,富,fu
2143,淡,dan
2144,始,shi
2145,转变,zhuan bian
2146,率,lv
2147,样,yang
2148,产量,chan liang
2149,彩,cai
2150,想法,xiang fa
2151,更新,geng xin
2152,女生,nv sheng
2153,勋章,xun zhang
2154,访问,fang wen
2155,杆,gan
2156,天下,tian xia
2157,味,wei
2158,标志,biao zhi
2159,既然,ji ran
2160,苹果,ping guo
2161,好吧,hao ba
2162,宽,kuan
2163,时刻,shi ke
2164,甘,gan
2165,引进,yin jin
2166,必然,bi ran
2167,批,pi
2168,生日,sheng ri
2169,每个人,mei ge ren
2170,大陆,da lu
2171,醒,xing
2172,本人,ben ren
2173,老婆,lao po
2174,安装,an zhuang
2175,命,ming
2176,仔,zai
2177,生物,sheng wu
2178,读者,du zhe
2179,之下,zhi xia
2180,丈夫,zhang fu
2181,进攻,jin gong
2182,分子,fen zi
2183,考生,kao sheng
2184,空气,kong qi
2185,淘,tao
2186,骂,ma
2187,决赛,jue sai
2188,莫,mo
2189,停止,ting zhi
2190,前往,qian wang
2191,天津,tian jin
2192,词,ci
2193,总理,zong li
2194,可惜,ke xi
2195,领先,ling xian
2196,内地,nei di
2197,讨厌,tao yan
2198,胸,xiong
2199,表面,biao mian
2200,当中,dang zhong
2201,表情,biao qing
2202,平时,ping shi
2203,大学生,da xue sheng
2204,比分,bi fen
2205,厅,ting
2206,病毒,bing du
2207,练,lian
2208,配置,pei zhi
2209,枚,mei
2210,委员,wei yuan
2211,棒,bang
2212,叶,ye
2213,绿,lv
2214,演员,yan yuan
2215,意大利,yi da li
2216,团结,tuan jie
2217,渠道,qu dao
2218,恐怖,kong bu
2219,讲话,jiang hua
2220,判断,pan duan
2221,印,yin
2222,喊,han
2223,唉,ai
2224,售,shou
2225,期货,qi huo
2226,军队,jun dui
2227,鬼,gui
2228,声明,sheng ming
2229,浙江,zhe jiang
2230,房间,fang jian
2231,前面,qian mian
2232,邀请,yao qing
2233,钟,zhong
2234,味道,wei dao
2235,闹,nao
2236,公路,gong lu
2237,有时候,you shi hou
2238,支撑,zhi cheng
2239,出发,chu fa
2240,摺,zhe
2241,赛季,sai ji
2242,异常,yi chang
2243,不行,bu xing
2244,吹,chui
2245,工具,gong ju
2246,意外,yi wai
2247,成交,cheng jiao
2248,金额,jin e
2249,全体,quan ti
2250,旁边,pang bian
2251,获悉,huo xi
2252,目,mu
2253,头发,tou fa
2254,北京时间,bei jing shi jian
2255,射,she
2256,在家,zai jia
2257,兵,bing
2258,很多人,hen duo ren
2259,权力,quan li
2260,地点,di dian
2261,泡,pao
2262,不大,bu da
2263,乡,xiang
2264,喂,wei
2265,初步,chu bu
2266,平安,ping an
2267,潮,chao
2268,打算,da suan
2269,教练,jiao lian
2270,抓住,zhua zhu
2271,咱们,zan men
2272,立刻,li ke
2273,自主,zi zhu
2274,藏,cang
2275,取消,qu xiao
2276,形,xing
2277,圣诞,sheng dan
2278,田,tian
2279,如下,ru xia
2280,河,he
2281,料,liao
2282,沟通,gou tong
2283,灵,ling
2284,大多数,da duo shu
2285,球迷,qiu mi
2286,营销,ying xiao
2287,奖励,jiang li
2288,老公,lao gong
2289,现代化,xian dai hua
2290,检验,jian yan
2291,编,bian
2292,短期,duan qi
2293,各国,ge guo
2294,类似,lei si
2295,各类,ge lei
2296,排名,pai ming
2297,纯,chun
2298,建成,jian cheng
2299,定位,ding wei
2300,一方面,yi fang mian
2301,愿,yuan
2302,较高,jiao gao
2303,欲,yu
2304,盖,gai
2305,糖,tang
2306,仅仅,jin jin
2307,理念,li nian
2308,山东,shan dong
2309,辛苦,xin ku
2310,引导,yin dao
2311,致,zhi
2312,骨,gu
2313,记忆,ji yi
2314,持有,chi you
2315,爆炸,bao zha
2316,游客,you ke
2317,黑色,hei se
2318,所在,suo zai
2319,究竟,jiu jing
2320,烟,yan
2321,小心,xiao xin
2322,装备,zhuang bei
2323,即可,ji ke
2324,粮食,liang shi
2325,音,yin
2326,北京市,bei jing shi
2327,一眼,yi yan
2328,灯,deng
2329,刷,shua
2330,西部,xi bu
2331,深刻,shen ke
2332,众,zhong
2333,细,xi
2334,怎么办,zen me ban
2335,温度,wen du
2336,大小,da xiao
2337,把握,ba wo
2338,哈哈哈,ha ha ha
2339,信号,xin hao
2340,看出,kan chu
2341,足够,zu gou
2342,世界杯,shi jie bei
2343,尽快,jin kuai
2344,预防,yu fang
2345,小学,xiao xue
2346,更为,geng wei
2347,有限,you xian
2348,症,zheng
2349,要不,yao bu
2350,西方,xi fang
2351,珍惜,zhen xi
2352,冰,bing
2353,适当,shi dang
2354,服装,fu zhuang
2355,现有,xian you
2356,垃圾,la ji
2357,差距,cha ju
2358,迷,mi
2359,餐,can
2360,四川,si chuan
2361,疯,feng
2362,尊重,zun zhong
2363,卷,juan
2364,效益,xiao yi
2365,思考,si kao
2366,瞬间,shun jian
2367,射手,she shou
2368,创作,chuang zuo
2369,市场经济,shi chang jing ji
2370,说法,shuo fa
2371,食物,shi wu
2372,哪个,na ge
2373,有奖,you jiang
2374,扣,kou
2375,在此,zai ci
2376,激烈,ji lie
2377,同一,tong yi
2378,母,mu
2379,反而,fan er
2380,上来,shang lai
2381,苏,su
2382,准确,zhun que
2383,流行,liu xing
2384,评估,ping gu
2385,笔者,bi zhe
2386,族,zu
2387,锅,guo
2388,无聊,wu liao
2389,出版,chu ban
2390,懂得,dong de
2391,货币,huo bi
2392,年度,nian du
2393,并非,bing fei
2394,公斤,gong jin
2395,依靠,yi kao
2396,减,jian
2397,打造,da zao
2398,高于,gao yu
2399,精,jing
2400,會,hui
2401,生长,sheng zhang
2402,共有,gong you
2403,创业,chuang ye
2404,季度,ji du
2405,起床,qi chuang
2406,诗,shi
2407,解放,jie fang
2408,童,tong
2409,仪式,yi shi
2410,无奈,wu nai
2411,生存,sheng cun
2412,一面,yi mian
2413,高达,gao da
2414,很少,hen shao
2415,决策,jue ce
2416,结,jie
2417,肝,gan
2418,互联网,hu lian wang
2419,村民,cun min
2420,论,lun
2421,恨,hen
2422,一道,yi dao
2423,复,fu
2424,大约,da yue
2425,营养,ying yang
2426,非法,fei fa
2427,忽然,hu ran
2428,跨,kua
2429,苏联,su lian
2430,顺,shun
2431,肿,zhong
2432,付出,fu chu
2433,走势,zou shi
2434,吐,tu
2435,俩,lia
2436,色彩,se cai
2437,距,ju
2438,仓,cang
2439,哥哥,ge ge
2440,治理,zhi li
2441,谈判,tan pan
2442,拿到,na dao
2443,想象,xiang xiang
2444,齐,qi
2445,党员,dang yuan
2446,答,da
2447,优,you
2448,文学,wen xue
2449,孤,gu
2450,峰,feng
2451,碎,sui
2452,选举,xuan ju
2453,另一个,ling yi ge
2454,遇,yu
2455,完整,wan zheng
2456,引发,yin fa
2457,联盟,lian meng
2458,证实,zheng shi
2459,一路,yi lu
2460,怀疑,huai yi
2461,独,du
2462,规律,gui lv
2463,效率,xiao lv
2464,眼前,yan qian
2465,躺,tang
2466,呆,dai
2467,赢得,ying de
2468,赶到,gan dao
2469,拨,bo
2470,他人,ta ren
2471,人群,ren qun
2472,惊,jing
2473,信心,xin xin
2474,慢,man
2475,通讯员,tong xun yuan
2476,主管,zhu guan
2477,全世界,quan shi jie
2478,总经理,zong jing li
2479,环节,huan jie
2480,秘密,mi mi
2481,激动,ji dong
2482,曲,qu
2483,董事会,dong shi hui
2484,公众,gong zhong
2485,走向,zou xiang
2486,兴奋,xing fen
2487,发达,fa da
2488,对照,dui zhao
2489,不一样,bu yi yang
2490,争,zheng
2491,红色,hong se
2492,犯,fan
2493,那就,na jiu
2494,广场,guang chang
2495,补充,bu chong
2496,限,xian
2497,港,gang
2498,例如,li ru
2499,季,ji
2500,衣服,yi fu
2501,武汉,wu han
2502,免疫,mian yi
2503,背后,bei hou
2504,完了,wan le
2505,麻烦,ma fan
2506,馆,guan
2507,呈现,cheng xian
2508,火箭,huo jian
2509,尚未,shang wei
2510,塔,ta
2511,怎么样,zen me yang
2512,地上,di shang
2513,影片,ying pian
2514,暗,an
2515,玩家,wan jia
2516,摄影,she ying
2517,电力,dian li
2518,俄,e
2519,害怕,hai pa
2520,丢,diu
2521,一阵,yi zhen
2522,通常,tong chang
2523,灰,hui
2524,吸收,xi shou
2525,照顾,zhao gu
2526,看过,kan guo
2527,大概,da gai
2528,事实上,shi shi shang
2529,佳,jia
2530,财产,cai chan
2531,类型,lei xing
2532,早就,zao jiu
2533,腰,yao
2534,分布,fen bu
2535,榜,bang
2536,枪,qiang
2537,强化,qiang hua
2538,过年,guo nian
2539,礼物,li wu
2540,高速,gao su
2541,互相,hu xiang
2542,常常,chang chang
2543,箱,xiang
2544,没人,mei ren
2545,视,shi
2546,境,jing
2547,主力,zhu li
2548,不停,bu ting
2549,暂时,zan shi
2550,休闲,xiu xian
2551,因而,yin er
2552,少年,shao nian
2553,作业,zuo ye
2554,夏,xia
2555,曼,man
2556,市政府,shi zheng fu
2557,生日快乐,sheng ri kuai le
2558,爬,pa
2559,血管,xue guan
2560,武装,wu zhuang
2561,主场,zhu chang
2562,炒,chao
2563,两岸,liang an
2564,舞台,wu tai
2565,凭,ping
2566,标,biao
2567,页,ye
2568,资,zi
2569,无疑,wu yi
2570,州,zhou
2571,皆,jie
2572,走到,zou dao
2573,奶,nai
2574,东方,dong fang
